Frame,Path,Extra,Label,Confidence,xmin,ymin,xmax,ymax
172,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.25,0,61,281,424
173,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,67,281,426
175,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,67,291,410
177,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,63,282,418
177,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,14,bird,0.36,1525,582,1854,780
178,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,14,bird,0.27,1372,368,1734,661
178,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,55,281,421
180,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,14,bird,0.67,1190,254,1324,369
181,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,14,bird,0.38,1044,183,1207,298
183,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,1,59,282,429
184,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,57,282,424
185,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,0,53,281,420
186,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,50,282,421
187,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,1,51,282,422
188,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,53,282,423
190,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,1,48,282,423
191,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,1,49,282,419
192,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,65,281,419
193,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,70,282,417
194,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,2,64,283,414
195,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.34,1,21,282,423
196,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.34,1,19,282,434
197,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.37,1,39,282,425
198,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.34,1,26,282,424
199,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,25,281,425
200,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,0,34,281,426
201,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.34,0,37,282,425
202,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,0,35,282,430
203,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,0,35,283,430
204,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,0,42,282,427
205,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,42,282,424
206,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,46,281,424
207,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,0,49,283,424
208,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,57,282,418
209,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,60,281,421
210,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,1,64,281,419
217,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,1,59,280,409
218,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.25,1,57,281,416
222,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.25,0,48,281,421
223,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,51,281,418
224,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,44,281,421
225,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,47,280,424
226,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.25,0,52,281,420
228,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,0,42,281,420
229,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,43,281,421
230,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,43,281,421
231,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,38,281,422
232,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.25,0,45,281,423
233,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,41,281,420
234,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,0,39,281,419
235,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,38,282,419
236,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,1,41,281,420
237,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.25,0,29,281,425
238,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,37,281,426
239,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,41,282,424
240,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,38,282,426
241,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,40,282,430
242,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,39,282,428
243,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,45,282,422
244,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,48,282,424
245,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,44,281,422
246,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,39,281,419
247,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,0,38,280,419
248,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,36,281,422
249,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,37,281,421
250,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,42,281,422
251,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,50,281,419
252,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,44,281,420
253,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,42,281,423
254,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,43,281,423
255,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,1,45,281,424
256,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,48,282,420
257,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,45,281,423
258,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,40,281,422
259,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,1,46,282,419
260,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,1,52,281,417
261,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,48,282,416
262,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,50,282,418
264,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.25,0,51,281,418
265,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,1,50,282,420
266,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,1,50,282,416
267,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,1,51,281,419
268,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,43,282,422
269,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,47,281,416
270,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,47,280,415
271,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,45,281,417
272,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,49,281,418
274,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,51,280,419
275,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,50,280,414
276,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,49,281,418
277,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,1,50,281,419
278,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,55,281,417
279,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.34,1,54,281,416
280,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,52,281,421
281,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,1,44,281,418
282,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,51,281,423
283,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,0,46,282,422
284,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,1,44,282,423
285,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,47,281,421
286,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.34,1,43,282,420
287,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.37,1,54,282,417
288,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.35,1,55,281,416
289,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.34,1,52,281,419
290,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,0,44,281,418
291,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,51,281,421
292,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,53,281,423
293,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,49,281,422
294,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,1,51,281,420
295,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,55,281,418
296,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,1,46,280,417
297,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,0,38,280,420
298,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,1,49,281,418
299,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,51,281,419
300,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,46,281,415
301,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,41,281,419
302,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,50,281,418
303,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,0,47,282,425
304,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,1,56,281,423
305,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,52,282,423
307,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,50,281,426
308,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,55,281,423
310,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,0,55,281,422
311,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,54,280,419
312,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,0,57,281,419
313,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,44,281,424
314,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,0,44,282,425
315,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,1,48,281,425
316,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,51,282,425
317,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,0,47,281,428
318,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,45,281,425
319,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,0,41,281,425
320,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,45,280,423
321,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,1,41,281,425
322,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,44,281,424
323,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,39,281,421
324,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,40,281,422
325,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,43,281,420
326,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,45,281,424
327,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,0,43,282,423
328,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,0,42,281,422
329,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.32,1,50,282,423
330,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,41,281,418
331,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.26,1,54,280,415
332,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,1,48,281,420
333,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,1,52,281,424
334,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,48,281,420
335,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.25,0,50,281,416
336,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,51,281,419
337,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,0,50,281,415
338,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,0,51,281,419
339,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,55,280,417
340,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,55,281,421
341,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,56,281,419
342,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,46,281,421
343,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,1,50,281,417
344,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.3,1,58,281,412
345,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,64,281,412
346,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.37,1,65,282,415
347,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.36,1,63,282,418
348,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.35,1,55,282,420
349,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.36,1,54,281,418
350,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.33,1,46,281,420
351,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.31,1,53,281,423
352,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,0,42,282,419
353,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.28,1,45,281,417
354,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,1,49,282,415
355,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.27,1,54,282,417
356,/Volumes/T7/Encl4_03152024/GoPro3/GoPro3_Encl4_03152024_1.MP4,73,book,0.29,1,55,281,418
